# C3S1 C3P2 C1S0 Ct1S0pp Ct1S0nn C3P0 C3P1 Ct1S0np cE CE1 Ct3S1 c3 c1 cD C1P1 c4 
9.945007379192619679e-01 -8.568367271792505235e-01 2.135284528341010013e+00 -1.616194458910400755e-01 -1.619621675222384649e-01 1.130696069584524954e+00 -9.127476060663246571e-01 -1.611725609176534735e-01 -2.398431085560355225e-01 6.002798698778538666e-01 -1.770148970540163236e-01 -3.422808703416392095e+00 -1.287298739753718557e+00 -4.905000517721054831e-01 5.796787975726822584e-01 3.088579367968871559e+00
1.074844804750785254e+00 -7.351651787795976389e-01 2.698402539055775318e+00 -1.615201991760685796e-01 -1.613624523678199862e-01 1.670512866588035994e+00 -1.324883034900903089e+00 -1.609793855129915130e-01 -3.644718101580002312e-01 6.672958155176580419e-01 -1.813603524459186933e-01 -3.702581564521095991e+00 -1.217105071319494414e+00 9.266381797247180696e-02 6.626705675489119596e-01 3.829036787278910392e+00
1.157646080139773437e+00 -7.089313670724533001e-01 2.043768069267529075e+00 -1.553968554605970886e-01 -1.549121489004249563e-01 1.230860473257504362e+00 -1.268422164642974970e+00 -1.549378274923390864e-01 5.557938322612545612e-01 5.522386751297867491e-01 -1.757336732500587306e-01 -3.682551587323565023e+00 -9.905638381154188155e-01 -1.376380915518601311e-01 5.876363567022662160e-01 4.255138265853811497e+00
8.478050556210947608e-01 -7.695556213472560803e-01 2.239337373298039502e+00 -1.579679077186713632e-01 -1.575869482531872812e-01 1.532002853440751933e+00 -1.216026634548915464e+00 -1.575642128726043034e-01 8.084809171992901611e-01 6.788645025230359842e-01 -1.755492199219780558e-01 -3.587157391520801042e+00 -1.056307854493130804e+00 1.817331926979888657e+00 4.863417287624333674e-01 4.207337824692150008e+00
8.787135200865828777e-01 -9.010783215959760062e-01 2.473390559245391529e+00 -1.616865963829211272e-01 -1.610778302562911324e-01 1.604211432019976291e+00 -1.205593748667617371e+00 -1.621551684777171320e-01 1.129691472139107145e+00 6.683143069566737093e-01 -1.780656771379547088e-01 -4.307792076958247840e+00 -1.207758078391357071e+00 -2.852616741557238988e-01 6.070518202857204670e-01 3.766855716468064053e+00
9.375366688692902128e-01 -7.286830086019904229e-01 2.346489166560700390e+00 -1.624195770837607578e-01 -1.625420359692217875e-01 1.361845052120976840e+00 -1.244486333592903504e+00 -1.618572354466960295e-01 -2.593415086996071484e-01 6.180480164475838922e-01 -1.736398965327775046e-01 -4.559378516683962879e+00 -1.017165464546231579e+00 -6.301262982462649820e-01 6.003076188457134865e-01 3.726160358895308722e+00
9.155948471281196710e-01 -8.867103174798970366e-01 2.422849277518043909e+00 -1.643473036751629812e-01 -1.642134616874584008e-01 1.641470736746502457e+00 -1.342045295690046380e+00 -1.647516745432479890e-01 4.215530862299332604e-01 6.044135420885485832e-01 -1.761034239920934996e-01 -3.623943401113806750e+00 -1.186810755018730568e+00 1.549344265185484737e+00 5.049392294697152561e-01 3.925447987509540493e+00
8.667707517312951415e-01 -8.808480005504050192e-01 2.395211617899905221e+00 -1.634044279530851851e-01 -1.636825172208121182e-01 1.624369136726317553e+00 -9.164153134449941618e-01 -1.633329091040656988e-01 1.744039909098560326e-01 5.346502445630749722e-01 -1.751212978354295124e-01 -4.157371824750162759e+00 -1.094872897964676461e+00 4.172650766815956258e-01 6.419658998016514184e-01 4.480883526377674286e+00
1.017388523968463687e+00 -9.388933636045385667e-01 2.757777861723018642e+00 -1.607681569387865717e-01 -1.602978815819124381e-01 1.335537827764766039e+00 -1.163211280788520874e+00 -1.612278816137978354e-01 -6.198390072159760678e-01 6.101667386513955904e-01 -1.808403141710714090e-01 -4.546641741338408593e+00 -1.140933019161834538e+00 1.276877100870239978e+00 5.230806897940224465e-01 3.892718251458310519e+00
1.043583585653215406e+00 -8.773338138252873009e-01 2.419780315322075381e+00 -1.644584660927957964e-01 -1.640106439258011417e-01 1.656859542312023370e+00 -1.242679739170902797e+00 -1.639038337250174338e-01 -1.228698754699065532e+00 6.880537014259160422e-01 -1.794348779563620933e-01 -4.577762140641957522e+00 -1.280684380844986592e+00 1.997007488491239879e+00 5.813824923088617425e-01 4.215008298211770921e+00
8.261355931444642753e-01 -9.471658476220432554e-01 2.932112637033303937e+00 -1.590640632324651360e-01 -1.583986107973698321e-01 1.410263658201971859e+00 -1.118800201781639636e+00 -1.591898509357680680e-01 1.243714262139514748e+00 7.128072149094204502e-01 -1.798081543564970519e-01 -4.243172264759437873e+00 -1.197377065062807278e+00 1.729394099809982155e+00 5.738981755947121233e-01 3.921662828436388804e+00
1.172889655876981241e+00 -8.922286480111656370e-01 2.805785248431133194e+00 -1.571567839919484066e-01 -1.571813002200254938e-01 1.204455657981938099e+00 -1.184214038121355284e+00 -1.565787569325436668e-01 -1.426724386742019401e+00 5.213338080857773393e-01 -1.781166969856259885e-01 -3.403245542125469036e+00 -1.064518726210243571e+00 -6.431258027985981007e-01 4.828355735129615800e-01 3.018382621539791977e+00
1.187556984500499180e+00 -7.203373432074162697e-01 2.903981300728230686e+00 -1.546661978874254439e-01 -1.541449062999029618e-01 1.461819048146477895e+00 -1.023965316689424254e+00 -1.537282914785877974e-01 1.319802146633297646e-01 5.924081368271825188e-01 -1.779413715219088088e-01 -3.982783577593494329e+00 -1.324710670529511747e+00 1.310530837398506954e+00 5.699013584881162942e-01 3.418902335007566240e+00
8.385266760196053992e-01 -6.819124661765023632e-01 2.480894284215124479e+00 -1.599598081949790696e-01 -1.606389782123023302e-01 1.562098102262605037e+00 -9.249253526699425798e-01 -1.603058560717049441e-01 6.431269397178938085e-01 5.706755151235579637e-01 -1.801009673266696087e-01 -4.562440987629581279e+00 -1.256763088193906475e+00 -2.200664635784360668e-01 4.729912413514257286e-01 4.199099370440873891e+00
1.108484205699544756e+00 -7.727972625774113258e-01 2.605402240284459658e+00 -1.655584288517558955e-01 -1.661832659278756064e-01 1.358554869124537268e+00 -1.152958165850894057e+00 -1.652604306745492080e-01 1.374547033927539186e+00 6.220893530144636641e-01 -1.770860800719214756e-01 -4.610818967094391319e+00 -1.099321177407181827e+00 1.168551028854489804e-01 6.663356024841916581e-01 3.534811322487541041e+00
9.442174853744378371e-01 -8.989997961335787213e-01 2.650413216926513549e+00 -1.624825770578778306e-01 -1.621696424436939732e-01 1.153339618003510481e+00 -1.131207193796694765e+00 -1.618969122859572896e-01 1.402944971589052070e+00 5.441318661081535613e-01 -1.787559328317658847e-01 -3.239412137008782722e+00 -1.007841027763531461e+00 1.755347225050092774e+00 5.175225515610486493e-01 3.466315259881843414e+00
1.186308616287293782e+00 -7.061204507618172865e-01 2.969724201006891384e+00 -1.536219391138298751e-01 -1.529235331528849828e-01 1.307957124966561802e+00 -1.211816448752343511e+00 -1.537912756191553154e-01 -5.012606842393048101e-01 5.378354393720619075e-01 -1.736041711507571861e-01 -4.178560769880072634e+00 -1.342272880702591653e+00 1.007841839434699960e+00 6.648244878665069413e-01 3.801451364698672286e+00
1.117165692914308339e+00 -6.779382469681658474e-01 2.528241042447419318e+00 -1.603259292111516299e-01 -1.595776918726378724e-01 1.378860408094374046e+00 -1.305763945356484657e+00 -1.594372476118952053e-01 -1.857955353279567845e-01 4.887303539938367414e-01 -1.773266125353994971e-01 -4.258374635005313102e+00 -1.117208852585549250e+00 2.335039312168264214e+00 5.445415188380223759e-01 4.147060948768231725e+00
8.280751397150784010e-01 -6.958166091065340897e-01 2.383152627868562412e+00 -1.610674507982702564e-01 -1.618058343484196082e-01 1.634026405048832009e+00 -1.112248311341363038e+00 -1.615218303423070489e-01 1.353029027743565038e+00 5.388693674410366397e-01 -1.789418025516631705e-01 -3.568100820739827039e+00 -9.877374853472253857e-01 3.610404191794275297e-01 5.335782764212491092e-01 4.420460277494914436e+00
1.127044585497156470e+00 -6.707981247483710829e-01 2.540123182657116896e+00 -1.582744516286732905e-01 -1.587704304917443299e-01 1.287577155797628992e+00 -9.371371800323088364e-01 -1.590695785706754128e-01 -1.057815979379197691e+00 5.148560618717894499e-01 -1.747618238951409997e-01 -4.098536217522422476e+00 -1.321569635587261260e+00 1.262624180791692474e+00 4.875225542435395742e-01 4.057418393933605927e+00
1.021966582960604164e+00 -7.873097583878009287e-01 2.622922659393354561e+00 -1.567964189041928524e-01 -1.573899576669688660e-01 1.478374604110300305e+00 -9.316225879963102585e-01 -1.575869509580614392e-01 4.666586375873045256e-01 7.032149589343017482e-01 -1.759131529678262806e-01 -4.403594021932558000e+00 -1.251791508229802563e+00 8.179413594273333699e-01 6.222664894305254268e-01 3.500877093984870569e+00
9.549940295926127032e-01 -9.614057720203926793e-01 2.861051032213612455e+00 -1.597754104435910594e-01 -1.595216977941152636e-01 1.371283849976420832e+00 -1.167512394876681014e+00 -1.603178344113951326e-01 4.044982022564429514e-01 6.013966549315887811e-01 -1.745706139259347867e-01 -3.811367418867388057e+00 -1.254974915905401112e+00 -1.296633596368113039e-03 5.265886798406848035e-01 3.980664950750144371e+00
9.261187958163064060e-01 -7.752276852518484862e-01 2.490830525058894906e+00 -1.612537889702766181e-01 -1.614186534941956241e-01 1.174765247598701379e+00 -9.534536265782924680e-01 -1.609476013473160882e-01 1.069049430378124388e+00 6.439443449605961600e-01 -1.784260027716248753e-01 -4.485803387148678212e+00 -1.179811714201625561e+00 1.452280989917933862e+00 5.885966089467692397e-01 3.787782856568441048e+00
1.202092975706138045e+00 -9.462029681071445486e-01 2.576407468857477845e+00 -1.567591878943588868e-01 -1.560057828817200398e-01 1.398190516568253994e+00 -1.120843234188836135e+00 -1.562578055097332552e-01 -7.208828325854691466e-01 6.065217952999168993e-01 -1.753589951274212855e-01 -4.669090745355418015e+00 -1.139006391540332341e+00 1.362958199318757391e+00 4.999047379238694133e-01 3.515363596952866043e+00
1.185311190350680555e+00 -8.500265862710387754e-01 3.021407833874434345e+00 -1.651514205254923373e-01 -1.654426933233057451e-01 1.472895948633664132e+00 -1.339866309068650230e+00 -1.652234592413053260e-01 3.007590214866597833e-01 6.833652405807904007e-01 -1.758406003866415657e-01 -3.142203502910864366e+00 -1.296581423529130195e+00 2.413464904718439774e-01 5.027946513490519909e-01 4.044662678845158510e+00
8.817602891946328958e-01 -8.362572363349396465e-01 2.408113995361925941e+00 -1.633145200023654320e-01 -1.637708575737275019e-01 1.632516329209805939e+00 -1.213360377686410141e+00 -1.643191348125462581e-01 -8.831357424889582086e-01 5.973802569377989480e-01 -1.814577942333512606e-01 -4.417493587737081562e+00 -1.200768148726445217e+00 1.798047159666649186e+00 6.213474470633363334e-01 3.295482191183104703e+00
1.201222265320292415e+00 -7.908403205854950269e-01 2.798468984164973250e+00 -1.568589223737613669e-01 -1.561301201752847423e-01 1.248255534749337814e+00 -1.034560399664632424e+00 -1.560650750245661245e-01 -5.991389026720548294e-01 5.546785155811273516e-01 -1.766487170210595536e-01 -3.372123924881118562e+00 -1.224600086006168542e+00 1.429701266902504653e+00 5.859954483100966449e-01 4.328539412516318130e+00
1.150401393147481688e+00 -6.974296832415274316e-01 2.413234297912605797e+00 -1.587236380668778091e-01 -1.579407291307801664e-01 1.146576364977823337e+00 -1.017418920122503900e+00 -1.578356717414263199e-01 6.921116123239730022e-01 5.711327610607697114e-01 -1.784335761344854054e-01 -4.164352981941688903e+00 -1.194910922392919517e+00 6.428231927342099583e-01 6.186135896132256562e-01 4.152365869672985710e+00
8.963789129485015827e-01 -7.957148638540052499e-01 2.971773818302548165e+00 -1.665441234756458999e-01 -1.665096977462380834e-01 1.339894508753902036e+00 -1.059095451335263283e+00 -1.671944578978736828e-01 9.347078000117705621e-01 6.744654719241235385e-01 -1.808262598787120368e-01 -3.555331505166669182e+00 -1.109912858340492692e+00 2.134346641996589522e+00 4.950557984212746732e-01 3.714924388135407263e+00
9.743544663097569725e-01 -9.385043879940634381e-01 2.921086840821489616e+00 -1.622499172402775414e-01 -1.626740627880342849e-01 1.601019891481008095e+00 -1.294455511647754742e+00 -1.622303414054022119e-01 4.704079145807984474e-01 7.023695368209130763e-01 -1.745104261416453861e-01 -4.122311747004243188e+00 -8.977694276132279771e-01 2.282740154412378430e+00 4.476146711751565199e-01 4.457974553199472112e+00
1.169750816618942979e+00 -7.533812120962534165e-01 2.858464053859945064e+00 -1.667177669318957722e-01 -1.659032709538482142e-01 1.444617676722211197e+00 -1.170295439018576689e+00 -1.667441543827496431e-01 -5.691813971143022677e-02 4.866404239794090425e-01 -1.765316893139334542e-01 -3.887382028397403655e+00 -1.189228076426227076e+00 1.408236852325553290e+00 4.468673123665765634e-01 3.486791450644452617e+00
1.015631172933444626e+00 -7.238604375279397152e-01 2.159209507039927534e+00 -1.637619516516257701e-01 -1.640457553699947446e-01 1.374756618208061720e+00 -1.315917235323265100e+00 -1.640960051028273747e-01 1.857009541747745018e-01 6.381133960983045306e-01 -1.788249257576714768e-01 -3.750492946451730703e+00 -9.103450927863609987e-01 -3.311373977563298876e-01 6.475333025110361351e-01 3.174519165303296919e+00
8.037190653023021936e-01 -6.615214713010747483e-01 2.557915862334046331e+00 -1.640857849908758936e-01 -1.643863689360626212e-01 1.429630989962265897e+00 -9.143072988423449621e-01 -1.639883648233151081e-01 -1.277985209527157551e+00 6.719402023505260946e-01 -1.761627982530476477e-01 -4.228992284201476437e+00 -1.133346284117053404e+00 9.642798172081544772e-01 5.626735579627430983e-01 4.169534399482005327e+00
1.072043386534579090e+00 -8.741957885093767366e-01 2.444183062772502524e+00 -1.648400320792235418e-01 -1.647952075573424491e-01 1.230067046919633755e+00 -1.292337940608715874e+00 -1.642455696670787890e-01 -8.036046362145309319e-01 5.963597894029630808e-01 -1.791270743760886297e-01 -3.966556333751901420e+00 -1.025847905481802602e+00 2.427686653703812869e+00 5.220328351812337786e-01 3.764891681157151559e+00
1.111605157588248405e+00 -8.919613155219030531e-01 2.737636301941101635e+00 -1.544429804539079465e-01 -1.551797761340272253e-01 1.557843295491648128e+00 -1.272019657929999159e+00 -1.545630766835052183e-01 1.166566765181218823e+00 7.201815228416634795e-01 -1.743218968944877101e-01 -3.201682297269018207e+00 -1.233440843558178956e+00 8.551373034189434508e-01 4.850218462328020896e-01 3.845470149131746673e+00
1.076770796609728631e+00 -7.789603668449138762e-01 2.460465797318129422e+00 -1.609568472577870835e-01 -1.602104701525086106e-01 1.128072089628617380e+00 -1.033828527352665505e+00 -1.600690732591541210e-01 1.421470410726107136e+00 5.193149817297060267e-01 -1.790138719674185808e-01 -3.337441254768114263e+00 -1.145371387564556809e+00 -7.023886305038781197e-01 6.017458101990641461e-01 4.390969672239314114e+00
1.068174697808345952e+00 -8.606289362179273539e-01 2.682869952263446489e+00 -1.631131437205385337e-01 -1.630345606637066402e-01 1.344436500546950297e+00 -1.302320126592812599e+00 -1.637595211446920551e-01 1.054208952134065846e-01 6.567093615969190612e-01 -1.742359424270704116e-01 -3.847449701024211244e+00 -1.018912532842047192e+00 1.152165588942026808e+00 5.988112055970326031e-01 4.139835826657391138e+00
9.988006039707009176e-01 -7.147663772201867660e-01 2.182185097091978943e+00 -1.525145854618072394e-01 -1.521177494283040832e-01 1.182812503137810722e+00 -1.362374565942259919e+00 -1.523986282066152054e-01 -1.075172001231146979e+00 5.123374572415758665e-01 -1.774305770984878072e-01 -4.405040446595249293e+00 -1.328652867726554554e+00 -4.377912816647296368e-01 5.831605915106314875e-01 4.271926528341203344e+00
9.198867032625893669e-01 -9.130261279600727642e-01 2.957544928055062083e+00 -1.591714774970565127e-01 -1.586491818143922483e-01 1.118728000928192579e+00 -9.714026653111051957e-01 -1.595505031489944103e-01 -1.046605730155594660e+00 7.066901710019873883e-01 -1.752435980683774985e-01 -3.597212611851355213e+00 -1.263830801086869959e+00 1.292952087591037635e+00 5.565246630579212539e-01 3.424130559709924970e+00
1.048685669611844062e+00 -8.301424785079968283e-01 2.705587818680427414e+00 -1.614660059183725127e-01 -1.620478768490969668e-01 1.481962393558224900e+00 -1.007793053713660569e+00 -1.620012664013730230e-01 9.600859389612557138e-01 5.219547738788895552e-01 -1.805202145076811593e-01 -4.450829346677625864e+00 -1.034422718089460291e+00 -7.951492527707153535e-01 5.544148845727095987e-01 4.301500358288013359e+00
9.775499232894366841e-01 -7.336526888437678862e-01 2.495612170153557852e+00 -1.615678043741800851e-01 -1.611641426460951321e-01 1.241126651853822649e+00 -1.097049790941722502e+00 -1.618001124193785001e-01 -1.515782743419062495e+00 5.407508551680121345e-01 -1.795543146451263061e-01 -3.562019639465088261e+00 -1.050099896427596935e+00 6.140094334750983984e-01 6.132191202490128168e-01 4.224539099838895417e+00
8.079681943303198555e-01 -8.174071845589563345e-01 2.249580944932527693e+00 -1.568649839508273192e-01 -1.574166342932122320e-01 1.254611611519223180e+00 -1.125164880953420710e+00 -1.577972655643770650e-01 -1.099848342924589994e+00 4.829496882349193498e-01 -1.762943428762308584e-01 -4.207582797011353293e+00 -1.151243001374704367e+00 9.818229219925206364e-01 5.926450280717427965e-01 3.849354692219508767e+00
1.119741346229270462e+00 -8.052416967570756867e-01 2.734907953360865562e+00 -1.531578932042882146e-01 -1.533123650822932338e-01 1.355966434769038109e+00 -1.054490032880557981e+00 -1.536975742439128656e-01 2.145367643976892058e-01 6.366677665910061013e-01 -1.741387509752050922e-01 -4.339733867141001511e+00 -1.314158566950221596e+00 2.242875499373158554e+00 6.449397409481085752e-01 3.063432648570417971e+00
1.179610295471196890e+00 -6.453431763625501194e-01 2.814760430362246879e+00 -1.623023453571238173e-01 -1.623452627721545527e-01 1.569402991973652517e+00 -9.281165959107493535e-01 -1.616855582923389101e-01 -1.220853579265265942e+00 5.154965460650693387e-01 -1.762272288651188235e-01 -4.344205536380855825e+00 -1.219617427704574819e+00 2.056378576205005526e+00 6.084582999131434855e-01 3.837998725389005994e+00
1.096273478620110264e+00 -8.149645357478757512e-01 2.501955812234278209e+00 -1.621774033021527173e-01 -1.615478213097729376e-01 1.659095852053390718e+00 -9.871296086990486440e-01 -1.613942087490750632e-01 -1.024341129909558834e+00 5.003014691115252877e-01 -1.821073288979015714e-01 -4.051694390658219902e+00 -1.094292475256767760e+00 1.828305320986115534e-01 4.655034762598107001e-01 4.269206764941838372e+00
9.918464263033069939e-01 -7.366101914040918963e-01 2.144017041509385546e+00 -1.569041560221512421e-01 -1.568753548913527085e-01 1.500740276541441265e+00 -1.014861167868700065e+00 -1.564517639859235587e-01 1.224213122131782683e+00 5.953405865701008048e-01 -1.773652244458295002e-01 -3.613420082926221966e+00 -1.107752754335713741e+00 1.592865543442075982e+00 4.777251315167915235e-01 3.972638437594474325e+00
1.140675283849533983e+00 -8.630579389529471346e-01 2.950086527381969859e+00 -1.534790282694302455e-01 -1.540005072976781131e-01 1.526887175103054162e+00 -1.299933694618954583e+00 -1.537863516668377672e-01 -1.562862599213267645e+00 6.462670063370515861e-01 -1.783580540552115179e-01 -4.080941474132441904e+00 -9.385800715116807691e-01 2.438503005392911316e+00 5.102778500928190075e-01 3.386970218796652610e+00
9.029425300185529579e-01 -7.999584882197671165e-01 2.719117426651462388e+00 -1.552298371203956195e-01 -1.545257657920657279e-01 1.456955420408509561e+00 -1.261454203826676945e+00 -1.542418125758656666e-01 7.711933622719615578e-01 6.268978120635966267e-01 -1.778826611689692250e-01 -4.635689240479150541e+00 -1.229291663468573326e+00 5.428257631338443412e-01 6.438375635998270230e-01 3.699955730619221228e+00
9.811989682794901579e-01 -7.930226957370900553e-01 2.170542303607539303e+00 -1.529578910260420976e-01 -1.522200795453367839e-01 1.124496156485848664e+00 -1.283529190780168916e+00 -1.530922221189082721e-01 1.517998708034034028e-01 6.921996284021901813e-01 -1.748557688216783035e-01 -4.091940394136887704e+00 -9.074679130727993925e-01 1.967171751414337866e+00 5.287971727098222940e-01 3.024798788150881546e+00
1.148966709216834303e+00 -8.028656216886695951e-01 2.441553086368577041e+00 -1.595532284568713655e-01 -1.596904409337731034e-01 1.504231015094572355e+00 -1.357008548798103842e+00 -1.599826974859107354e-01 -3.496290905867693866e-01 5.318259587715395975e-01 -1.769901427777238190e-01 -3.845459860078268122e+00 -1.000620431354271922e+00 -9.432847643873742971e-02 5.124216001891919170e-01 3.479317854526589038e+00
1.114582952908549363e+00 -8.850126713314510063e-01 2.789170752308162360e+00 -1.643210349069457454e-01 -1.649132173670502244e-01 1.321044516842438288e+00 -1.174118361589926662e+00 -1.644668403991478567e-01 1.511394681008460861e+00 6.808012371879010871e-01 -1.742630649098827200e-01 -4.149135264961397951e+00 -9.410708475212277158e-01 -3.625438492254048350e-01 6.467654435812260072e-01 4.511352848366568580e+00
1.093481394902516612e+00 -7.050782986846884093e-01 2.871500910872630374e+00 -1.623986299399295674e-01 -1.631684541277922118e-01 1.588658643910137336e+00 -9.429000813614090148e-01 -1.629989325595029015e-01 -9.463333945146187309e-01 6.425259352991419259e-01 -1.740414152669270409e-01 -3.317419805154429469e+00 -1.006598402474903065e+00 7.986777947671165334e-01 6.028785978196276041e-01 3.942301716900512787e+00
1.167818297015585927e+00 -7.596558824375694297e-01 2.225019230355436584e+00 -1.513308315995955389e-01 -1.519894885985968169e-01 1.491290595546296949e+00 -1.031515653283565204e+00 -1.516582901323607069e-01 -1.592341127289497393e+00 6.618743711631431825e-01 -1.749947569252302271e-01 -4.590247260070237978e+00 -1.191070184912798036e+00 1.771164884491895908e+00 4.590558554228679200e-01 3.652086594922807627e+00
8.350563361971553578e-01 -7.127285457256055112e-01 2.505235422276381740e+00 -1.666399893662171838e-01 -1.671164754392072405e-01 1.673363490664597331e+00 -1.140671488197481320e+00 -1.674187127323074065e-01 1.010018305396011673e+00 7.054625230312597806e-01 -1.795218163895175023e-01 -3.221865797951118715e+00 -9.947659361617359197e-01 1.510683979462948301e+00 5.492740806592664171e-01 4.158140330340727608e+00
1.154557599742500162e+00 -8.455177844880522597e-01 2.061287384812739543e+00 -1.613252481623130563e-01 -1.609593096779986243e-01 1.437754468661852192e+00 -1.315213224433772643e+00 -1.615182797911526857e-01 1.457287926046112236e+00 5.854301212366355145e-01 -1.795943186761554400e-01 -4.022456497671130116e+00 -1.077572286937517498e+00 2.364721068454036068e+00 6.590574524489836161e-01 4.279168172891708366e+00
9.667908904302768835e-01 -7.662138750091359585e-01 2.178109013026637619e+00 -1.632439326119017320e-01 -1.635931948587897866e-01 1.534950539826563709e+00 -1.353085156212195717e+00 -1.630553177801264686e-01 1.297197147527013872e+00 5.141435057419317944e-01 -1.772638020377259038e-01 -4.288625476974489814e+00 -1.036804497589526974e+00 2.540291749202893135e-01 4.692694722178856748e-01 3.128677026110113335e+00
1.128624759414563083e+00 -9.437734283806252789e-01 2.995124446090642323e+00 -1.564526279012039833e-01 -1.567095957948035356e-01 1.495876898967039681e+00 -1.114076119664485942e+00 -1.566046058746785041e-01 1.002576178985603583e+00 5.595683917218245984e-01 -1.775908970269736709e-01 -3.272274590094119695e+00 -1.165952581472754046e+00 8.811553356826341554e-01 4.897714127855364863e-01 3.433285202944468040e+00
8.598112834263901272e-01 -8.581968785682668743e-01 2.268076970029224260e+00 -1.561156486113336461e-01 -1.562767868286112916e-01 1.442225739163596643e+00 -1.348776855689347576e+00 -1.556915821150220147e-01 -1.348988489693176529e+00 5.237030097169588228e-01 -1.750752151871856899e-01 -3.759011760686773229e+00 -1.236590750456902255e+00 3.525245783824032531e-01 4.725137209640698499e-01 3.958686928895708501e+00
9.648315719174259675e-01 -9.120904274473213835e-01 2.377919673975782189e+00 -1.620984265071225006e-01 -1.622319374484476051e-01 1.260578992674568077e+00 -1.255798806159201142e+00 -1.629019305821816366e-01 -4.140823498470340702e-01 5.032188714872513069e-01 -1.753786735342236780e-01 -4.046352478328978819e+00 -1.066230536272400276e+00 2.166469957177173722e+00 5.674203475049279799e-01 3.376351939226044596e+00
1.167123362607094261e+00 -9.326684956862362208e-01 2.732165598895873515e+00 -1.610274121435584793e-01 -1.612575216844406301e-01 1.619430878777541549e+00 -1.079428761139276771e+00 -1.618423706097182335e-01 1.265510546488522792e+00 4.994631691155246855e-01 -1.786819330189237387e-01 -4.362389297653795239e+00 -1.318744937851340060e+00 1.862830727225114114e+00 6.231587723036445814e-01 3.442914211542587033e+00
1.003640805202379305e+00 -8.199522775593378610e-01 2.403782809941097387e+00 -1.537143075965425043e-01 -1.537428475914458526e-01 1.169623154898937756e+00 -1.081833846852575221e+00 -1.543387374307263471e-01 1.319737399645065867e+00 5.088822068832545842e-01 -1.735003235300604518e-01 -4.522304527770506510e+00 -1.099075917313342865e+00 2.377331511254149099e+00 6.363660671059404583e-01 4.040803304477011970e+00
1.084241801303735375e+00 -7.848975155460162778e-01 2.796381374282002064e+00 -1.622241773596008740e-01 -1.617766069930361705e-01 1.323234526984739201e+00 -1.138338148819524553e+00 -1.622184633981088309e-01 -5.322650750650950169e-01 6.939486285999898474e-01 -1.733537426902636014e-01 -4.432437159814095473e+00 -9.176200841512015538e-01 2.387003955463135263e+00 5.928208734342828024e-01 4.027193285028594083e+00
9.892972385422851289e-01 -9.027950030356229894e-01 2.089496808712952625e+00 -1.611403781976766814e-01 -1.615114625929842951e-01 1.289690290181964238e+00 -9.306932417455517914e-01 -1.614878643354378251e-01 -1.317901032709236198e+00 6.769266499972442785e-01 -1.784816130838192960e-01 -4.064681197651497158e+00 -1.143116169087464495e+00 -2.553788260224254536e-02 5.737027405480481512e-01 4.459595114521559545e+00
1.197426789957977356e+00 -7.675173002161712610e-01 2.690004751103991509e+00 -1.558115773904169554e-01 -1.555564164300275998e-01 1.594364087863551882e+00 -9.979915559806713521e-01 -1.563261025270737126e-01 5.013462980365486210e-01 6.632814220065453847e-01 -1.810796476314052716e-01 -4.386222123272871087e+00 -9.255146430532321666e-01 7.151292134982031312e-01 5.970962423847295808e-01 3.655875896981812812e+00
8.755714320887537649e-01 -7.557926657735029030e-01 2.821837148824227537e+00 -1.663170361614793036e-01 -1.656335777808212728e-01 1.166973930391276504e+00 -1.198566712245523691e+00 -1.658794939169941085e-01 -1.504337899328944461e+00 5.535584088199969610e-01 -1.813802988901689062e-01 -4.624998967151712215e+00 -1.180202492098476608e+00 -7.277488827242116765e-01 4.678329498513332796e-01 4.355768637792975184e+00
1.129610833481150545e+00 -8.151495842140886738e-01 2.868026920420938541e+00 -1.517570849548049439e-01 -1.518325319577447097e-01 1.164740410809269378e+00 -9.108026890362146410e-01 -1.513396225217811253e-01 7.974789601146734519e-01 5.655569595035162545e-01 -1.797898175950189137e-01 -4.603623448506999338e+00 -1.277612252116265834e+00 -5.226204597143476738e-01 5.373126623648054601e-01 3.506099759545149741e+00
1.086308707551473240e+00 -9.071998918830816994e-01 2.829201354169410543e+00 -1.665467627540500872e-01 -1.669352665410755165e-01 1.522207566346591934e+00 -9.664713621887690564e-01 -1.661457718476017364e-01 -7.130171645619798326e-02 6.237791009340628579e-01 -1.735778462704645198e-01 -4.003216019776022705e+00 -1.244226497251775587e+00 2.020993540287878254e+00 4.923433130542236857e-01 3.080757758068312313e+00
9.186377699832254384e-01 -6.581707422943192665e-01 3.015411343188789228e+00 -1.535704010227463001e-01 -1.539683471592852848e-01 1.647158310188028274e+00 -1.180437069855292620e+00 -1.534259103691792137e-01 3.287098045329368556e-01 5.094311671904089289e-01 -1.818500677547734978e-01 -3.410001032915474184e+00 -1.010718657603912440e+00 1.064549600586060851e+00 4.964854143964013700e-01 3.907015914342121921e+00
9.802545221552922960e-01 -6.795449030818541125e-01 2.106821425445911444e+00 -1.532555750671108219e-01 -1.534431277308454245e-01 1.393657633085239045e+00 -9.725167597757596871e-01 -1.528704157947562425e-01 -7.430971498617869875e-01 7.115042979849571791e-01 -1.803717882586099441e-01 -4.133602854027058626e+00 -9.527588213184496890e-01 5.278042168608702012e-01 5.982060340368213769e-01 4.444051852417518766e+00
